mtcn,transactiontype,location_id,locationname,reccountry,paycountry,account,direction,address,loccurrencycode,payprincipalusd,subagentcommchargesusd,subagentcommfxusd,shareoffxusd,shareofchargesusd,payprincipalloc,subagentcommfxloc,subagentcommchargesloc,shareoffxloc,shareofchargesloc,recprincipalusd,totalchargesusd,recprincipalloc,totalchargesloc,recdate,paydate,setdate,repdate
4106275593,T,867,NDIAYE DAOUDA BS ZAC TAPIS ROUGE,ITALY,SENEGAL,ADJ353540,I,ZAC MBAO EN FACE TAPIS ROUGE,EUR,105.48,0.4,0.0,0.0,0.47,97.1,0.0,0.37,0.0,0.43,105.48,3.15,97.1,2.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
1879110284,T,798,KHELCOM BUSINESS SERVICES,BELGIUM,SENEGAL,ADJ352714,I,ZONE INDUSTRIELLE MBOUR FACE ECOLE ELEMENTAIRE,EUR,24.86,0.25,0.0,0.0,0.3,23.0,0.0,0.23,0.0,0.27,24.86,2.05,23.0,1.9,2024-07-10,2024-07-12,2024-07-12,2024-07-12
7677838372,T,699,DIALLO AMADOU KORKA TENGHORY,ITALY,SENEGAL,ADJ351911,I,QUARTIER TENGHORY ZONE BANDE,EUR,217.87,0.51,0.0,0.0,0.74,200.0,0.0,0.47,0.0,0.67,217.87,4.9,200.0,4.5,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6435975660,T,842,FALL ADAMA TAMBA CAMP MILITAIRE,SPAIN,SENEGAL,ADJ353562,I,TAMBA EN FACE CAMP MILITAIRE,EUR,869.02,1.32,0.0,0.0,1.47,800.0,0.0,1.22,0.0,1.35,869.02,9.78,800.0,9.0,2024-07-11,2024-07-12,2024-07-12,2024-07-12
3970977535,T,1057,SEYE AMY KOTHIARY,SPAIN,SENEGAL,ADJ358808,I,"ROND POINT GARAGE KOTHIARY, TAMBA",EUR,1062.37,1.67,0.0,0.0,1.96,978.0,0.0,1.53,0.0,1.8,1062.37,13.04,978.0,12.0,2024-07-11,2024-07-12,2024-07-12,2024-07-12
1181721117,T,1093,BOUSSO ABDOULAHI CORNICHE BELEL,ITALY,SENEGAL,ADJ355311,I,TOUBA CORNICHE BELEL MARCHE DIANATOU,EUR,830.36,2.43,0.0,0.0,2.86,762.24,0.0,2.23,0.0,2.62,830.37,19.06,762.25,17.5,2024-07-12,2024-07-12,2024-07-12,2024-07-12
2897009321,T,628,HORIZON MBOUR TEFESS,SPAIN,SENEGAL,ADJ068914,I,MBOUR TEFESS,EUR,8.28,0.61,0.0,0.0,0.64,7.62,0.0,0.56,0.0,0.59,8.28,4.24,7.62,3.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
4667863590,T,675,FALL ADAMA POSTE FINANCE,GABON,SENEGAL,ADJ352374,I,KOTHIARY EN FACE POSTE FINANCES,EUR,166.07,1.12,0.0,0.0,1.25,152.45,0.0,1.03,0.0,1.14,166.07,8.3,152.45,7.62,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6206081517,T,804,NDIAYE DAOUDA BS RUFISAC,SPAIN,SENEGAL,ADJ353452,I,ROND POINT RUFISAC ROUTE DE RUFISQUE,EUR,77.35,0.56,0.0,0.0,0.65,71.0,0.0,0.51,0.0,0.6,77.34,4.36,71.0,4.0,2024-07-12,2024-07-12,2024-07-12,2024-07-12
4631416426,T,85,FATOU SEMBENE,SENEGAL,TOGO,ADJ062590,O,"149 CITE EL HADJI MALICK SY, OUAKAM EXTENSION, LIMITS SI998574, DAKAR, DAKAR,",EUR,332.15,0.49,0.0,0.0,0.7,304.9,0.0,0.45,0.0,0.64,332.15,4.65,304.9,4.27,2024-07-12,2024-07-12,2024-07-12,2024-07-12
8449141231,T,815,DEFA GROUPE DIAKHAYE,FRANCE,SENEGAL,ADJ354705,I,DIAKHAYE COTE CLINIQUE,EUR,108.07,0.24,0.0,0.0,0.28,100.0,0.0,0.22,0.0,0.26,108.07,2.05,100.0,1.9,2024-07-10,2024-07-12,2024-07-12,2024-07-12
5092394564,T,674,FALL ADAMA STOP ABDOU,SPAIN,SENEGAL,ADJ352406,I,PRES CBAO STOP ABDOU CISSOKHO,EUR,83.04,0.74,0.0,0.0,0.82,76.23,0.0,0.68,0.0,0.75,83.03,5.45,76.22,5.0,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6406202452,T,569,GUEYE FATY GUEDE 2,ITALY,SENEGAL,ADJ069795,I,MARCHE GUEDE 2,EUR,215.28,0.67,0.0,0.0,0.73,198.18,0.0,0.61,0.0,0.68,215.28,4.89,198.18,4.5,2024-07-11,2024-07-12,2024-07-12,2024-07-12
583086702,T,1006,NDIAYE DAOUDA PETIT MBAO,ITALY,SENEGAL,ADJ357588,I,PETIT MBAO DEUXIEME PORTE,EUR,83.32,0.4,0.0,0.0,0.47,77.1,0.0,0.37,0.0,0.43,83.32,3.13,77.1,2.9,2024-07-10,2024-07-12,2024-07-12,2024-07-12
7443915745,T,854,NDIAYE DAOUDA BS NIETTY MBAR,BENIN,SENEGAL,ADJ353506,I,"NIETTY MBAR, PIKINE",EUR,312.22,0.78,0.0,0.0,0.91,286.61,0.0,0.71,0.0,0.84,312.22,6.07,286.61,5.57,2024-07-12,2024-07-12,2024-07-12,2024-07-12
4317592028,T,699,DIALLO AMADOU KORKA TENGHORY,ITALY,SENEGAL,ADJ351911,I,QUARTIER TENGHORY ZONE BANDE,EUR,51.31,0.34,0.0,0.0,0.47,47.1,0.0,0.31,0.0,0.44,51.31,3.16,47.1,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
2537083608,T,118,ETS NDIAGA NDIAYE,FRANCE,SENEGAL,ADJ062886,I,"YOFF MBENGUENE EN FACE DU MARC, SI857802, DAKAR, DAKAR,",EUR,16.56,0.21,0.0,0.0,0.31,15.24,0.0,0.2,0.0,0.28,16.55,2.06,15.24,1.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
6629511344,T,909,DEFA GROUPE HANN YARAKH,FRANCE,SENEGAL,ADJ355926,I,HANN YARAKH,EUR,49.68,0.26,0.0,0.0,0.31,45.73,0.0,0.24,0.0,0.28,49.68,2.06,45.73,1.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
6926173495,T,169,NDOUR & FRERES,FRANCE,SENEGAL,ADJ063964,I,OUEST FOIRE,EUR,119.83,0.43,0.0,0.0,0.62,110.0,0.0,0.4,0.0,0.57,119.83,4.35,110.0,3.99,2024-07-12,2024-07-12,2024-07-12,2024-07-12
5530300201,T,188,SOULEYMANE DIALLO PM,TOGO,SENEGAL,ADJ064327,I,PETIT MBAO,EUR,166.07,0.44,0.0,0.0,0.63,152.45,0.0,0.41,0.0,0.58,166.07,4.23,152.45,3.89,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6504926728,T,820,PFC ROND POINT SALY,BELGIUM,SENEGAL,ADJ353793,I,ROND POINT SALY CROISEMENT,EUR,108.94,0.27,0.0,0.0,0.28,100.0,0.0,0.25,0.0,0.25,108.94,2.17,100.0,1.99,2024-07-12,2024-07-12,2024-07-12,2024-07-12
422487514,T,1015,DEFA GROUPE BONGRE,ITALY,SENEGAL,ADJ354673,I,BONGRE A COTE DE P12,EUR,41.4,0.4,0.0,0.0,0.47,38.11,0.0,0.37,0.0,0.43,41.4,3.15,38.11,2.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
1959228314,T,791,WANE BINTA TABANDING,ITALY,SENEGAL,ADJ353661,I,TABANDING OUOLOF TAMBACOUNDA,EUR,427.45,0.9,0.0,0.0,1.06,393.5,0.0,0.82,0.0,0.97,427.45,7.06,393.5,6.5,2024-07-11,2024-07-12,2024-07-12,2024-07-12
2932653477,T,505,LY SOULEYMANE,SAUDI ARABIA,SENEGAL,ADJ069179,I,QUARTIER LYNDIANE FACE EGLISE,EUR,329.68,0.56,1.14,1.62,0.8,302.63,1.04,0.51,1.49,0.73,340.46,5.33,312.53,4.89,2024-07-12,2024-07-12,2024-07-12,2024-07-12
9113502264,T,335,CHEIKH TIDIANE MBAYE PATISSERIE,FRANCE,SENEGAL,ADJ066318,I,SAM GUEDIAWAYE COTE PATISSERIE,EUR,314.64,0.39,0.0,0.0,0.55,289.65,0.0,0.36,0.0,0.51,314.64,4.24,289.65,3.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
3231560169,T,812,NDIAYE DAOUDA BS CITE DES EAUX,FRANCE,SENEGAL,ADJ353485,I,CITE DES EAUX,EUR,166.07,0.52,0.0,0.0,0.61,152.45,0.0,0.48,0.0,0.56,166.07,4.35,152.45,3.99,2024-07-12,2024-07-12,2024-07-12,2024-07-12
5689360094,T,997,FALL ADAMA GRDYOFF TECNO,ITALY,SENEGAL,ADJ357818,I,GRAND YOFF CITE MILLIONNAIRE,EUR,1056.35,3.31,0.0,0.0,3.65,977.49,0.0,3.04,0.0,3.38,1056.35,24.32,977.49,22.5,2024-07-10,2024-07-12,2024-07-12,2024-07-12
1829351963,T,862,DIAGNE MAMADOU,SENEGAL,MOROCCO,ADJ355069,O,GARAGE CARREFOUR DE SALY,EUR,10.32,0.69,0.06,0.07,0.81,9.47,0.05,0.63,0.06,0.74,10.79,5.4,9.9,4.95,2024-07-12,2024-07-12,2024-07-12,2024-07-12
2821259319,T,542,ETS DARADJI KHAR YALLA,SENEGAL,HAITI,ADJ068002,O,KHAR YALLA DERRIERE WALFADJIRI,EUR,40.75,0.16,0.11,0.12,0.17,37.4,0.1,0.14,0.11,0.16,41.52,1.15,38.11,1.05,2024-07-12,2024-07-12,2024-07-12,2024-07-12
814909999,T,85,FATOU SEMBENE,CONGO,SENEGAL,ADJ062590,I,"149 CITE EL HADJI MALICK SY, OUAKAM EXTENSION, LIMITS SI998574, DAKAR, DAKAR,",EUR,141.74,0.89,0.0,0.0,1.28,130.11,0.0,0.82,0.0,1.17,141.74,8.5,130.11,7.81,2024-07-12,2024-07-12,2024-07-12,2024-07-12
3343818514,T,756,SOW BADARA LAT DIOR,GABON,SENEGAL,ADJ353342,I,EN FACE STADE LAT DIOR DE THIES,EUR,207.0,1.09,0.0,0.0,1.55,190.56,0.0,1.0,0.0,1.43,207.0,10.35,190.56,9.53,2024-07-11,2024-07-12,2024-07-12,2024-07-12
1034240447,T,792,MBAYE CHEIKH MODOU MARCHE SOR,GERMANY,SENEGAL,ADJ353814,I,MARCHE SOR SAINT LOUIS,EUR,540.34,0.82,0.0,0.0,0.96,500.0,0.0,0.76,0.0,0.89,540.34,6.38,500.0,5.9,2024-07-10,2024-07-12,2024-07-12,2024-07-12
9429648211,T,380,PAPETERIE PLUS KEUR YAYE BIGUE,FRANCE,SENEGAL,ADJ067287,I,35 U2 PARCELLES ASSAINIES,EUR,61.24,0.39,0.0,0.0,0.55,56.61,0.0,0.36,0.0,0.51,61.23,3.68,56.6,3.4,2024-07-08,2024-07-12,2024-07-12,2024-07-12
1375745292,T,85,FATOU SEMBENE,SENEGAL,BELGIUM,ADJ062590,O,"149 CITE EL HADJI MALICK SY, OUAKAM EXTENSION, LIMITS SI998574, DAKAR, DAKAR,",EUR,714.07,1.9,0.01,0.01,2.72,655.49,0.01,1.74,0.01,2.49,714.11,18.1,655.53,16.61,2024-07-12,2024-07-12,2024-07-12,2024-07-12
4735661793,T,1074,SIDIBE SEYDOU MARCHE CENTRAL,ITALY,SENEGAL,ADJ358523,I,MARCHE CENTRAL THIES,EUR,664.29,1.66,0.0,0.0,2.37,609.8,0.0,1.53,0.0,2.18,664.3,15.8,609.8,14.5,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6364012426,T,41,LEYBAR SUARL,FRANCE,SENEGAL,ADJ063371,I,"EN FACE DU MARCHE 11 VILLA N 440, PARCELLE ASSANIES 08, SI857802, DAKAR, DAKAR,",EUR,124.2,0.42,0.0,0.0,0.6,114.34,0.0,0.39,0.0,0.55,124.2,4.24,114.34,3.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
9969489299,T,1068,BARRY MAMADOU ABDOULAYE,ITALY,SENEGAL,ADJ358501,I,BIGNONA QUARTIER HLM 72,EUR,51.31,0.41,0.0,0.0,0.47,47.1,0.0,0.37,0.0,0.44,51.31,3.16,47.1,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
7729260279,T,464,PFC YOFF LAYENE,ITALY,SENEGAL,ADJ068453,I,YOFF LAYENE 2,EUR,33.12,0.47,0.0,0.0,0.47,30.49,0.0,0.43,0.0,0.43,33.12,3.15,30.49,2.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
7131172491,T,957,DIEUF DIEUL,SENEGAL,ITALY,ADJ355663,O,BOUCOTTE WOLOF DERRIERE HOTEL,EUR,315.7,1.68,0.0,0.0,1.97,289.8,0.0,1.54,0.0,1.81,315.72,13.13,289.82,12.05,2024-07-12,2024-07-12,2024-07-12,2024-07-12
9349638394,T,560,LOM & SINE BUSINESS,TOGO,SENEGAL,ADJ069487,I,VILLA 501 CAMBERENE 2,EUR,166.07,0.44,0.0,0.0,0.63,152.45,0.0,0.41,0.0,0.58,166.07,4.23,152.45,3.89,2024-07-12,2024-07-12,2024-07-12,2024-07-12
8551613766,T,1228,DIENG FALLOU GALASS GOUDIRY,FRANCE,SENEGAL,ADJ432278,I,MARCHE GOUDIRY,EUR,82.8,0.47,0.0,0.0,0.55,76.22,0.0,0.43,0.0,0.51,82.8,3.69,76.22,3.4,2024-07-11,2024-07-12,2024-07-12,2024-07-12
4339808041,T,823,DEFA GROUPE JVC,CZECH REPUBLIC II,SENEGAL,ADJ354716,I,LIBERTE 6 COTE JVC,EUR,107.95,0.23,0.34,0.4,0.27,99.09,0.31,0.21,0.37,0.25,110.64,2.11,101.56,1.94,2024-07-12,2024-07-12,2024-07-12,2024-07-12
7324071441,T,1203,ETS DEFA SAMBA DEM,FRANCE,SENEGAL,ADJ431837,I,QUARTIER SAMBA DEM VERS MOSQUEE,EUR,415.18,0.41,0.0,0.0,0.48,381.12,0.0,0.37,0.0,0.44,415.18,4.35,381.12,3.99,2024-07-12,2024-07-12,2024-07-12,2024-07-12
9367197741,T,684,GUEYE FATY GUEDE1,ITALY,SENEGAL,ADJ069784,I,MARCHE GUEDE 1,EUR,54.47,0.43,0.0,0.0,0.47,50.0,0.0,0.4,0.0,0.44,54.47,3.16,50.0,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
8089230597,T,756,SOW BADARA LAT DIOR,ITALY,SENEGAL,ADJ353342,I,EN FACE STADE LAT DIOR DE THIES,EUR,49.82,0.34,0.0,0.0,0.47,45.73,0.0,0.31,0.0,0.44,49.82,3.16,45.73,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
7031273371,T,823,DEFA GROUPE JVC,SENEGAL,TUNISIA,ADJ354716,O,LIBERTE 6 COTE JVC,EUR,147.76,0.54,2.33,2.75,0.63,135.64,2.14,0.49,2.52,0.58,166.07,4.23,152.45,3.89,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6605832073,T,800,ALLIANCE BAZICS IMMO,DEM REP CONGO,SENEGAL,ADJ353683,I,MEDINA RUE 27 X 20,EUR,27.64,0.44,0.3,0.35,0.52,25.37,0.27,0.41,0.32,0.48,30.0,3.45,27.54,3.17,2024-07-12,2024-07-12,2024-07-12,2024-07-12
3547414102,T,637,LOUM NDONGO KHOLL,FRANCE,SENEGAL,ADJ351504,I,QUARTIER SANTHIEU 3 FADIOUTH,EUR,1159.21,0.81,0.0,0.0,1.15,1067.15,0.0,0.74,0.0,1.06,1159.2,10.75,1067.14,9.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
4930145376,T,1193,DIATTA CECILE,ITALY,SENEGAL,ADJ356598,I,KANDE ROND POINT BANETO,EUR,51.31,0.41,0.0,0.0,0.47,47.1,0.0,0.37,0.0,0.44,51.31,3.16,47.1,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
1359737321,T,837,TAKKOU LIGUEYE,ITALY,SENEGAL,ADJ352033,I,"KEUR MASSAR, TIVAOUNE PEULH",EUR,82.8,0.4,0.0,0.0,0.47,76.22,0.0,0.37,0.0,0.43,82.8,3.15,76.22,2.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
1262444266,T,856,FALL ADAMA TAMBA DEPOT,SPAIN,SENEGAL,ADJ355146,I,TAMBA QT DEPOT FACE MOSQUEE MOURIDE,EUR,10.86,0.44,0.0,0.0,0.49,10.0,0.0,0.41,0.0,0.45,10.86,3.26,10.0,3.0,2024-07-11,2024-07-12,2024-07-12,2024-07-12
8306231694,T,738,TALL NDEYE ROKHAYA,BELGIUM,SENEGAL,ADJ352891,I,SALY COTE DU COMPLEXE TANIT,EUR,82.8,0.68,0.0,0.0,0.8,76.22,0.0,0.62,0.0,0.73,82.8,5.32,76.22,4.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
5629329972,T,508,HORIZON PA U3,PHILIPPINES,SENEGAL,ADJ068882,I,PARCELLES ASSAINIES UNITE 3,EUR,246.78,1.72,1.71,1.79,1.8,227.18,1.57,1.58,1.65,1.66,258.7,12.0,238.15,11.05,2024-07-11,2024-07-12,2024-07-12,2024-07-12
2653508873,T,860,NDIAYE DAOUDA BS CASTORS,SENEGAL,TOGO,ADJ353496,O,EN FACE BRIOCHE DOREE CASTORS,EUR,83.04,0.15,0.0,0.0,0.17,76.23,0.0,0.14,0.0,0.16,83.04,1.16,76.23,1.07,2024-07-12,2024-07-12,2024-07-12,2024-07-12
8220715845,T,1164,SENE GLOBAL SERVICES FACE TRESOR,SENEGAL,GAMBIA,ADJ431178,O,MARCHE CENTRAL TRESOR,EUR,46.07,0.15,0.47,0.56,0.17,42.29,0.43,0.14,0.51,0.16,49.82,1.15,45.73,1.05,2024-07-12,2024-07-12,2024-07-12,2024-07-12
9886911806,T,1094,SECK MAR SANTHIABA,ITALY,SENEGAL,ADJ358215,I,"SANTHIABA PRES DE LA PHARMACIE, ST LOUIS",EUR,84.7,0.41,0.0,0.0,0.47,77.75,0.0,0.37,0.0,0.44,84.7,3.16,77.75,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
5276999357,T,1164,SENE GLOBAL SERVICES FACE TRESOR,FRANCE,SENEGAL,ADJ431178,I,MARCHE CENTRAL TRESOR,EUR,2142.34,3.33,0.0,0.0,3.92,1966.59,0.0,3.06,0.0,3.6,2142.34,26.14,1966.59,24.0,2024-07-12,2024-07-12,2024-07-12,2024-07-12
8603454872,T,696,CISSE YAYA PHCIE PAI,ITALY,SENEGAL,ADJ351164,I,PHARMACIE PAI GUEDIAWAYE,EUR,51.31,0.43,0.0,0.0,0.47,47.1,0.0,0.4,0.0,0.44,51.31,3.16,47.1,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6029728273,T,814,DEFA GROUPE ALMADIES2,ITALY,SENEGAL,ADJ354727,I,KEUR MASSAR ALMADIES 2,EUR,319.73,0.9,0.0,0.0,1.06,293.5,0.0,0.82,0.0,0.97,319.73,7.08,293.5,6.5,2024-07-12,2024-07-12,2024-07-12,2024-07-12
7176500011,T,1159,GUEYE KHADIM KHAIRA USINE KHOROM,ITALY,SENEGAL,ADJ430243,I,KHAIRA 2 PRES DE USINE KHOROM,EUR,166.07,0.62,0.0,0.0,0.74,152.45,0.0,0.57,0.0,0.67,166.07,4.9,152.45,4.5,2024-07-12,2024-07-12,2024-07-12,2024-07-12
4036244216,T,889,NDIAYE DAOUR,FRANCE,SENEGAL,ADJ355278,I,651 SALY CARRAFOUR DERRIERE PHARMACIE,EUR,270.17,0.44,0.0,0.0,0.52,250.0,0.0,0.41,0.0,0.48,270.17,4.21,250.0,3.9,2024-07-10,2024-07-12,2024-07-12,2024-07-12
4863738526,T,1057,SEYE AMY KOTHIARY,SPAIN,SENEGAL,ADJ358808,I,"ROND POINT GARAGE KOTHIARY, TAMBA",EUR,130.72,0.56,0.0,0.0,0.65,120.0,0.0,0.51,0.0,0.6,130.72,4.36,120.0,4.0,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6145591751,T,814,DEFA GROUPE ALMADIES2,ITALY,SENEGAL,ADJ354727,I,KEUR MASSAR ALMADIES 2,EUR,83.04,0.41,0.0,0.0,0.47,76.23,0.0,0.37,0.0,0.44,83.03,3.16,76.22,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6314503594,T,760,NEW VISION MULTISERVICES,GERMANY,SENEGAL,ADJ353331,I,GARAGE MARCHE KHELCOM,EUR,217.87,1.31,0.0,0.0,1.54,200.0,0.0,1.2,0.0,1.41,217.87,10.24,200.0,9.4,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6781495965,T,24,DAME NDAO,ITALY,SENEGAL,ADJ063205,I,"HLM EN FACE ORABANK, SI857802, DAKAR, DAKAR,",EUR,83.27,0.33,0.0,0.0,0.47,77.1,0.0,0.3,0.0,0.43,83.27,3.13,77.1,2.9,2024-07-09,2024-07-12,2024-07-12,2024-07-12
3539097643,T,1094,SECK MAR SANTHIABA,FRANCE,SENEGAL,ADJ358215,I,"SANTHIABA PRES DE LA PHARMACIE, ST LOUIS",EUR,414.0,1.53,0.0,0.0,1.79,381.12,0.0,1.4,0.0,1.65,414.0,11.95,381.12,11.0,2024-07-11,2024-07-12,2024-07-12,2024-07-12
6311313621,T,382,SOULEYMANE DIALLO QT NDONG,SENEGAL,TOGO,ADJ066912,O,QUARTIER CHEIKH NDONG KEUR MBAYE FALL,EUR,24.91,0.04,0.0,0.0,0.05,22.87,0.0,0.04,0.0,0.05,24.91,0.35,22.87,0.32,2024-07-12,2024-07-12,2024-07-12,2024-07-12
3345983571,T,336,DIOP LAMINE GRAND STANDING,CANADA,SENEGAL,ADJ066329,I,GRAND STANDING ROUTE STATION EDK THIES,EUR,102.71,0.77,0.75,1.07,1.1,94.55,0.69,0.71,0.99,1.01,109.85,7.32,101.13,6.74,2024-07-11,2024-07-12,2024-07-12,2024-07-12
3299478656,T,194,SOW SAOUDATOU,BENIN,SENEGAL,ADJ064262,I,GRAND STANDING THIES,EUR,82.39,0.22,0.0,0.0,0.31,76.23,0.0,0.2,0.0,0.29,82.39,2.09,76.23,1.94,2024-07-06,2024-07-12,2024-07-12,2024-07-12
7250837469,T,233,MBAYE SALLA THIAM,SPAIN,SENEGAL,ADJ065076,I,KEUR MBAYE FALL EXTENSION,EUR,272.34,0.69,0.0,0.0,0.98,250.0,0.0,0.63,0.0,0.9,272.34,6.54,250.0,6.0,2024-07-12,2024-07-12,2024-07-12,2024-07-12
3417088466,T,822,NDIAYE DAOUDA BS SEDIMA,FRANCE,SENEGAL,ADJ353463,I,EN FACE SEDIMA JAXAAY,EUR,20.7,0.27,0.0,0.0,0.32,19.0,0.0,0.25,0.0,0.29,20.7,2.17,19.0,1.99,2024-07-12,2024-07-12,2024-07-12,2024-07-12
6366085789,T,311,HORIZON MLSCES RUFISQUE,SPAIN,SENEGAL,ADJ066572,I,CENTRE COMMERCIAL SONADIS RUFISQUE,EUR,651.76,1.4,0.0,0.0,1.47,600.0,0.0,1.28,0.0,1.35,651.76,9.78,600.0,9.0,2024-07-11,2024-07-12,2024-07-12,2024-07-12
3630817430,T,70,SOULEYMANE DIALLO KEUR M FALL,FRANCE,SENEGAL,ADJ063656,I,"KEUR MBAYE FALL EXTENSION, DAKAR,",EUR,270.22,1.2,0.0,0.0,1.7,250.0,0.0,1.11,0.0,1.58,270.22,11.35,250.0,10.5,2024-07-06,2024-07-12,2024-07-12,2024-07-12
5246331721,T,699,DIALLO AMADOU KORKA TENGHORY,SPAIN,SENEGAL,ADJ351911,I,QUARTIER TENGHORY ZONE BANDE,EUR,217.87,0.69,0.0,0.0,0.98,200.0,0.0,0.63,0.0,0.9,217.87,6.54,200.0,6.0,2024-07-12,2024-07-12,2024-07-12,2024-07-12
2963426593,T,189,ABDOULAYE BALLA DIATTA,FRANCE,SENEGAL,ADJ064372,I,PARCELLES ASSAINIES,EUR,109.8,0.43,0.0,0.0,0.6,101.6,0.0,0.39,0.0,0.56,109.8,4.21,101.6,3.9,2024-07-10,2024-07-12,2024-07-12,2024-07-12
6714023105,T,798,KHELCOM BUSINESS SERVICES,FRANCE,SENEGAL,ADJ352714,I,ZONE INDUSTRIELLE MBOUR FACE ECOLE ELEMENTAIRE,EUR,54.31,0.25,0.0,0.0,0.29,50.0,0.0,0.23,0.0,0.27,54.31,2.06,50.0,1.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
7310205629,T,816,DEFA GROUPE SEDIMA,SENEGAL,TURKEY,ADJ354695,O,ROND POINT SEDIMA,EUR,830.31,2.31,0.01,0.01,2.72,762.2,0.01,2.12,0.01,2.49,830.36,18.1,762.24,16.61,2024-07-12,2024-07-12,2024-07-12,2024-07-12
4099729804,T,175,TMS,FRANCE,SENEGAL,ADJ064141,I,RUE TOLBIAC,EUR,205.97,0.73,0.0,0.0,1.04,190.56,0.0,0.67,0.0,0.96,205.97,6.92,190.56,6.4,2024-07-05,2024-07-12,2024-07-12,2024-07-12
1902391466,T,949,DIENG FALILOU GALASS POSTE SANTE,ITALY,SENEGAL,ADJ357094,I,QUARTIER DEPOT EN FACE POSTE SANTE,EUR,166.07,0.62,0.0,0.0,0.74,152.45,0.0,0.57,0.0,0.67,166.07,4.9,152.45,4.5,2024-07-12,2024-07-12,2024-07-12,2024-07-12
5939825211,T,815,DEFA GROUPE DIAKHAYE,BENIN,SENEGAL,ADJ354705,I,DIAKHAYE COTE CLINIQUE,EUR,148.18,0.54,0.0,0.0,0.63,137.21,0.0,0.49,0.0,0.58,148.18,4.2,137.21,3.89,2024-07-09,2024-07-12,2024-07-12,2024-07-12
7065928571,T,383,HORIZON ACEP THIES,ITALY,SENEGAL,ADJ067342,I,EN FACE ACEP THIES,EUR,51.31,0.46,0.0,0.0,0.47,47.1,0.0,0.42,0.0,0.44,51.31,3.16,47.1,2.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
8079656077,T,804,NDIAYE DAOUDA BS RUFISAC,ITALY,SENEGAL,ADJ353452,I,ROND POINT RUFISAC ROUTE DE RUFISQUE,EUR,16.61,0.27,0.0,0.0,0.31,15.25,0.0,0.25,0.0,0.29,16.6,2.07,15.24,1.9,2024-07-12,2024-07-12,2024-07-12,2024-07-12
3957489719,T,1083,BEYE & FRERES DOMINIQUE,SPAIN,SENEGAL,ADJ357269,I,"ROND POINT DOMINIQUE, PIKINE",EUR,560.14,1.53,0.0,0.0,1.78,518.32,0.0,1.4,0.0,1.65,560.15,11.89,518.33,11.0,2024-07-10,2024-07-12,2024-07-12,2024-07-12
5520923076,T,311,HORIZON MLSCES RUFISQUE,ITALY,SENEGAL,ADJ066572,I,CENTRE COMMERCIAL SONADIS RUFISQUE,EUR,99.4,0.45,0.0,0.0,0.47,91.51,0.0,0.41,0.0,0.43,99.39,3.15,91.5,2.9,2024-07-11,2024-07-12,2024-07-12,2024-07-12
884179617,T,225,ABDOUL AZIZ GLOBAL SERVICES,TURKEY,SENEGAL,ADJ064921,I,GUEDIAWAYE,EUR,87.39,0.48,0.85,1.22,0.68,80.22,0.78,0.44,1.12,0.63,95.52,4.55,87.68,4.18,2024-07-12,2024-07-12,2024-07-12,2024-07-12
7956835356,T,960,PFC SOMONE,FRANCE,SENEGAL,ADJ357379,I,SOMONE PRES DE LA PHARMACIE,EUR,380.19,1.8,0.0,0.0,1.79,350.0,0.0,1.65,0.0,1.65,380.19,11.95,350.0,11.0,2024-07-11,2024-07-12,2024-07-12,2024-07-12
5545677991,T,173,PC OCCASE PEYTAVIN,SENEGAL,FRANCE,ADJ063986,O,AVENUE PEYTAVIN,EUR,332.13,1.42,0.0,0.0,2.02,304.88,0.0,1.3,0.0,1.86,332.15,13.49,304.9,12.38,2024-07-12,2024-07-12,2024-07-12,2024-07-12
